Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
ASTC,Astrotech Corporation,3.65,20674921.3,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASUR,Asure Software Inc,6.61,101826157.65,,,Technology,EDP Services
ASV,"ASV Holdings, Inc.",2.5,24742195.0,,2017.0,Capital Goods,Construction/Ag Equipment/Trucks
ATAI,ATA Inc.,3.85,40664327.55,10562163.0,2008.0,Consumer Services,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",37.17,1715828790.69,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATNX,"Athenex, Inc.",12.22,819027145.56,,2017.0,Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",1.46,214390398.94,,,Health Care,Major Pharmaceuticals
AAME,Atlantic American Corporation,2.48,49983983.36,,,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",18.2,451760309.0,,,Finance,Major Banks
AY,Atlantica Yield plc,19.94,1998332164.4,,2014.0,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,3.6,57441866.4,,1995.0,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,49.49,1274317416.12,,,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",1.88,22441503.6,,2013.0,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",14.8,0.0,,,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,112.74,27001794827.4,,2015.0,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",59.73,955879796.85,,,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,2.89,44308043.67,,2016.0,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,3.08,28078789.2,,2012.0,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",27.39,1057411136.43,,2005.0,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,920.05,1704628157.8,,,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,2.24,7707409.92,,,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,0.1611,0.0,,,Basic Industries,Miscellaneous
ATTU,Attunity Ltd.,23.39,513031511.83,,,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",0.541,18809018.952999998,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",38.59,138671737.17,,,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",40.74,1776007989.84,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,16.17,474546520.14,,1999.0,Public Utilities,Telecommunications Equipment
AEYE,"AudioEye, Inc.",10.01,76308502.27,,,Technology,Computer Software: Prepackaged Software
AUPH,Aurinia Pharmaceuticals Inc,6.49,593128472.64,,,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding Ltd.,0.3355,12579860.6945,,2014.0,Health Care,Major Pharmaceuticals
JG,Aurora Mobile Limited,7.99,89283216.3,11174370.0,2018.0,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",170.46,37421972919.36,,,Technology,Computer Software: Prepackaged Software
AUTL,Autolus Therapeutics plc,24.3,438804685.8,18057806.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,"Automatic Data Processing, Inc.",160.42,69883709415.52,,,Technology,EDP Services
AUTO,"AutoWeb, Inc.",3.42,44411949.0,,,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,1.435,60968655.58,42486868.0,,Health Care,Major Pharmaceuticals
AVCO,Avalon GloboCare Corp.,4.55,335883452.45,,,Consumer Services,Professional Services
AVDR,"Avedro, Inc",12.22,208531526.06,,2019.0,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",4.9,80861319.0,,2017.0,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",1.01,140390343.4,,2010.0,Health Care,Major Pharmaceuticals
AVNW,"Aviat Networks, Inc.",14.4,77473843.2,,,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",4.38,245606349.42,,,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",25.42,41886059.2,,,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",8.62,362047499.4,,1993.0,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",0.83,39947109.01,,2015.0,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",34.78,2640127888.6,,,Consumer Services,Rental/Leasing Companies
AVT,"Avnet, Inc.",46.31,5021295076.49,,,Consumer Non-Durables,Electronic Components
AVRO,"AVROBIO, Inc.",22.09,531791920.84,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWRE,"Aware, Inc.",3.4,73341910.0,,1996.0,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",20.92,686735254.36,,2000.0,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",21.83,850169983.07,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",60.12,3553650274.32,,,Capital Goods,Ordnance And Accessories
AXNX,"Axonics Modulation Technologies, Inc.",21.96,611386515.36,,2018.0,Health Care,Medical/Dental Instruments
AXGT,Axovant Gene Therapies Ltd.,1.09,169557635.76,,,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",14.4,479237112.0,,2015.0,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,4.85,193922201.15,,1998.0,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",1.86,23167109.1,,,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2.6,48198690.8,,2016.0,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,2.0245,75462518.8025,,,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",17.13,456446716.59,,,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",24.8854,0.0,,,Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",25.97,0.0,,,Miscellaneous,Business Services
RILYI,"B. Riley Financial, Inc.",25.4,0.0,,,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.6,0.0,,,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",25.11,0.0,,,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.96,11419058.4,,,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",177.04,49334810880.8,278664770.0,2005.0,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,97.63,3150877523.43,,,Basic Industries,Major Chemicals
BLDP,"Ballard Power Systems, Inc.",3.4,788525650.6,,,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,54.58,1780005969.04,,1993.0,Finance,Major Banks
BANFP,BancFirst Corporation,26.9895,26989500.0,,,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",15.36,51550540.8,,,Finance,Savings Institutions
BAND,Bandwidth Inc.,71.28,1421701340.4,,2017.0,Technology,Computer Software: Prepackaged Software
BFC,Bank First National Corporation,59.6,392047190.8,,,Finance,Major Banks
BOCH,Bank of Commerce Holdings (CA),10.89,197399752.11,,,Finance,Major Banks
BMRC,Bank of Marin Bancorp,42.19,582098383.3,,,Finance,Major Banks
BMLP,Bank Of Montreal,48.1,48100000.0,,,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,18.5,102037027.5,,,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",13.98,61210535.28,,,Finance,Major Banks
OZK,Bank OZK,30.1,3880998282.0,,,Finance,Major Banks
BSVN,Bank7 Corp.,17.75,180828125.0,,2018.0,Finance,Major Banks
BFIN,BankFinancial Corporation,15.06,247852540.32,,,Finance,Savings Institutions
BFL,BankFlorida,,0.0,,,,
BWFG,"Bankwell Financial Group, Inc.",29.93,234939156.53,,2014.0,Finance,Major Banks
BANR,Banner Corporation,55.21,1936706124.21,,,Finance,Major Banks
BZUN,Baozun Inc.,42.87,1857350337.99,43325177.0,2015.0,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,60.34,4296208.0,,,Finance,Commercial Banks
DFVS,Barclays PLC,30.0,3489000.0,,,Finance,Commercial Banks
DLBS,Barclays PLC,16.32,12081059.52,,,Finance,Commercial Banks
DTUL,Barclays PLC,55.0347,4564192.7751,,,Finance,Commercial Banks
DTUS,Barclays PLC,36.87,4782039.0,,,Finance,Commercial Banks
DTYL,Barclays PLC,80.0,5103440.0,,,Finance,Commercial Banks
DTYS,Barclays PLC,17.47,43142654.16,,,Finance,Commercial Banks
FLAT,Barclays PLC,64.53,4416562.26,,,Finance,Commercial Banks
STPP,Barclays PLC,27.6001,4134494.98,,,Finance,Commercial Banks
TAPR,Barclays PLC,21.9976,13343744.16,,,Finance,Commercial Banks
BBSI,"Barrett Business Services, Inc.",76.07,563488829.28,,1993.0,Technology,Professional Services
GOLD,Barrick Gold Corporation,13.59,23809432648.41,,,Basic Industries,Precious Metals
BSET,"Bassett Furniture Industries, Incorporated",17.66,185776842.4,,,Consumer Durables,Home Furnishings
ZTEST,BATS BZX Exchange,10.1,0.0,,,,
BCML,BayCom Corp,23.38,254644766.32,,2018.0,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",12.98,212851997.82,,2005.0,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",35.33,2417927294.13,,2004.0,Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",3.89,107249933.53,,2000.0,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,19.41,2668340312.73,,1992.0,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",146.17,5666745747.62,38768186.0,2016.0,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,20.685,253696643.34,,,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,25.9,317657387.6,,,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.6826,47035757.789,,2015.0,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",4.02,178168647.18,,2014.0,Health Care,Major Pharmaceuticals
BNFT,"Benefitfocus, Inc.",41.84,1340591004.96,,2013.0,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,2.15,4414536.95,2053273.0,2015.0,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.2,0.0,,2015.0,Health Care,Major Pharmaceuticals
BRY,Berry Petroleum Corporation,12.73,1042321834.1,,2018.0,Energy,Oil & Gas Production
BYSI,"BeyondSpring, Inc.",16.3501,378910248.4297,,2017.0,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",5.6,1891231624.8,,,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,2.96,63494814.96,,2002.0,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,10.3544,93557181.2,,2017.0,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.26,0.0,,2017.0,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,10.5036,0.0,,2017.0,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.18,0.0,,2017.0,Finance,Business Services
BILI,Bilibili Inc.,17.63,1531582378.98,86873646.0,2018.0,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",2.01,20682922.11,,1997.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOC,"Biocept, Inc.",1.07,20134271.32,,2014.0,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",8.69,957434888.63,,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",5.05,358312367.2,,,Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,13.83,8091365.97,585059.0,2018.0,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,240.28,47265186619.52,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",2.79,41356047.24,,,Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",1.3,18189194.4,,,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",2.15,45421248.3,,,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",18.77,350091996.06,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,0.4085,35055232.6455,85814523.0,,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,92.3,16463754244.6,,1999.0,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",2.55,23777875.35,,,Health Care,Medical/Dental Instruments
BNGO,"Bionano Genomics, Inc.",4.3,45163317.1,,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",1.3952,0.0,,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,6.8001,38657738.8878,5684878.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,1.08,0.0,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",15.58,39062783.62,,,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",1.84,235814935.44,,,Health Care,Medical/Nursing Services
BSGM,"BioSig Technologies, Inc.",6.03,120532433.85,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC,BioSpecifics Technologies Corp,68.92,502213285.84,,,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,203.41,7681982060.0,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",62.59,2112637698.82,,2008.0,Health Care,Medical Specialities
BTAI,"BioXcel Therapeutics, Inc.",10.26,160731128.52,,2018.0,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,10.53,84018206.61,,2017.0,Health Care,Major Pharmaceuticals
BCACR,Bison Capital Acquisition Corp.,0.3499,0.0,,2017.0,Health Care,Major Pharmaceuticals
BCACU,Bison Capital Acquisition Corp.,10.7027,0.0,,2017.0,Health Care,Major Pharmaceuticals
BCACW,Bison Capital Acquisition Corp.,0.2,0.0,,2017.0,Health Care,Major Pharmaceuticals
BJRI,"BJ&#39;s Restaurants, Inc.",46.3,975916168.9,,,Consumer Services,Restaurants
BRAC,Black Ridge Acquisition Corp.,10.2199,180841130.5,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACR,Black Ridge Acquisition Corp.,0.35,0.0,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACU,Black Ridge Acquisition Corp.,10.61,0.0,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACW,Black Ridge Acquisition Corp.,0.28,0.0,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BLKB,"Blackbaud, Inc.",82.26,3995227946.7,,2004.0,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",47.19,2596643576.67,,2016.0,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,6.07,417836067.85,,2007.0,,
TCPC,BlackRock TCP Capital Corp.,14.3,840350940.0,,2012.0,,
BLNK,Blink Charging Co.,3.18,83391712.62,,,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,1.1234,0.0,,,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",19.64,1799662908.84,,2012.0,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",34.71,1673138486.76,,,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,17.37,458348443.2,,2014.0,Capital Goods,Construction/Ag Equipment/Trucks
BLUE,"bluebird bio, Inc.",156.9,8621839671.3,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.03,41936302.71,,2011.0,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",5.22,183353554.44,,,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,82.09,3620122126.61,,2015.0,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,38.31,0.0,,,,
BMCH,"BMC Stock Holdings, Inc.",19.96,1327488522.36,,2013.0,Consumer Services,RETAIL: Building Materials
WIFI,"Boingo Wireless, Inc.",25.72,1129639606.68,,2011.0,Consumer Services,Telecommunications Equipment
BOKF,BOK Financial Corporation,84.75,6077253000.0,,,Finance,Major Banks
BOKFL,BOK Financial Corporation,25.175,0.0,,,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",2.88,13477302.72,,,Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,1806.0,81292981350.0,,,Miscellaneous,Business Services
BRQS,"Borqs Technologies, Inc. ",4.7,147125745.0,,2015.0,Technology,EDP Services
BOMN,Boston Omaha Corporation,25.0,529419050.0,,,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",11.35,950758083.2,,,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",49.14,2122549179.66,,1999.0,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,3.27,34388471.04,,2017.0,Miscellaneous,Industrial Machinery/Components
BWMC,Boxwood Merger Corp.,9.73,245682500.0,,2019.0,Finance,Business Services
BWMCU,Boxwood Merger Corp.,10.05,0.0,,2018.0,Finance,Business Services
BWMCW,Boxwood Merger Corp.,0.35,0.0,,2019.0,Finance,Business Services
BCLI,Brainstorm Cell Therapeutics Inc.,4.08,120321688.8,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVNSC,Brandes Investment Trust,100.04,50020000.0,,,,
BDGE,"Bridge Bancorp, Inc.",30.98,614894168.98,,,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",0.1999,3246627.6741,,,Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",10.35,311510925.9,,2018.0,Finance,Major Banks
BRID,Bridgford Foods Corporation,24.36,221111627.52,,,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,8.45,318582423.9,,2012.0,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",38.73,4514572945.83,,,Finance,Life Insurance
BHFAL,"Brighthouse Financial, Inc.",25.15,0.0,,,Finance,Life Insurance
BHFAP,"Brighthouse Financial, Inc.",25.99,0.0,,,Finance,Life Insurance
AVGO,Broadcom Inc.,307.51,121726498906.6,,2009.0,Technology,Semiconductors
BVSN,"BroadVision, Inc.",1.35,6827414.4,,1996.0,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.36,26021377.76,,,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",1.6,25360110.4,,,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,21.08,8702675990.36,,,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P.,25.1,160640000.0,,,Finance,Real Estate
BPR,Brookfield Property REIT Inc.,21.07,15661979808.51,,,Consumer Services,Real Estate Investment Trusts
BPRAP,Brookfield Property REIT Inc.,25.58,255800000.0,,,Consumer Services,Real Estate Investment Trusts
BRKL,"Brookline Bancorp, Inc.",14.97,1199952490.59,,,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",31.47,2233114158.18,,1995.0,Technology,Industrial Machinery/Components
DOOO,BRP Inc.,30.65,1319176704.95,,,Capital Goods,Industrial Specialties
BRKR,Bruker Corporation,39.01,6114502806.33,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,37.29,754419583.5,,,Finance,Major Banks
BSQR,BSQUARE Corporation,2.01,25685434.23,,1999.0,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",14.15,1632338566.4,,2005.0,Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",24.82,330626177.56,,,Finance,Major Banks
CFFI,C&F Financial Corporation,51.69,180235845.09,,,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",88.33,12132887522.91,,1997.0,Transportation,Oil Refining/Marketing
CCMP,Cabot Microelectronics Corporation,122.63,3550793712.09,,2000.0,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",64.47,18128075087.64,,,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",9.49,241560984.34,,,Public Utilities,Water Supply
