Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
ENT,NASDAQ,Global Eagle Entertainment Inc.,0.7,64249071.6,2011,Consumer Services,Telecommunications Equipment
ENTA,NASDAQ,"Enanta Pharmaceuticals, Inc.",94.84,1843839826.56,2013,Health Care,Major Pharmaceuticals
ENTG,NASDAQ,"Entegris, Inc.",39.36,5333816712.96,2000,Consumer Non-Durables,Plastic Products
ENTX,NASDAQ,Entera Bio Ltd.,4.21,48245673.8,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,NASDAQ,Entera Bio Ltd.,0.85,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,NYSE,"Envestnet, Inc",66.85,3218792270.05,2010,Miscellaneous,Business Services
ENVA,NYSE,"Enova International, Inc.",23.66,797102158.58,2014,Finance,Finance: Consumer Services
ENX,AMEX,Eaton Vance New York Municipal Bond Fund,11.85,185592093.0,2002,,
ENZ,NYSE,"Enzo Biochem, Inc.",3.39,160148125.65,1969,Health Care,Medical Specialities
ENZL,NASDAQ,iShares MSCI New Zealand ETF,50.91,152730000.0,1969,,
EOD,NYSE,Wells Fargo Global Dividend Opportunity Fund,5.33,240790302.61,2007,,
EOG,NYSE,"EOG Resources, Inc.",98.73,57269132165.07,1969,Energy,Oil & Gas Production
EOI,NYSE,Eaton Vance Enhance Equity Income Fund,14.63,573938498.98,2004,,
EOLS,NASDAQ,"Evolus, Inc.",25.7,700967268.7,2018,Health Care,Major Pharmaceuticals
EOS,NYSE,Eaton Vance Enhanced Equity Income Fund II,16.86,804041024.76,2005,,
EOT,NYSE,Eaton Vance Municipal Income Trust,21.72,330710218.68,2009,,
EPAM,NYSE,"EPAM Systems, Inc.",171.2,9275178412.8,2012,Technology,EDP Services
EPAY,NASDAQ,"Bottomline Technologies, Inc.",49.14,2122549179.66,1999,Technology,Computer Software: Prepackaged Software
EPC,NYSE,"Energizer Holdings, Inc.",44.27,2395782433.32,1969,Consumer Non-Durables,Package Goods/Cosmetics
EPD,NYSE,Enterprise Products Partners L.P.,29.09,63557980820.12,1969,Public Utilities,Natural Gas Distribution
EPE,NYSE,EP Energy Corporation,0.3781,96882914.0258,2014,Energy,Oil & Gas Production
EPIX,NASDAQ,ESSA Pharma Inc.,2.63,16598187.74,1969,Health Care,Major Pharmaceuticals
EPM,AMEX,"Evolution Petroleum Corporation, Inc.",6.93,229983588.45,1969,Energy,Oil & Gas Production
EPR,NYSE,EPR Properties,79.15,5928780693.65,1997,Consumer Services,Real Estate Investment Trusts
EPRT,NYSE,"Essential Properties Realty Trust, Inc.",19.55,1130487743.0,2018,Consumer Services,Real Estate Investment Trusts
EPR^C,NYSE,EPR Properties,31.95,,1969,,
EPR^E,NYSE,EPR Properties,37.9108,,1969,,
EPR^G,NYSE,EPR Properties,24.31,,1969,,
EPSN,NASDAQ,Epsilon Energy Ltd.,4.6001,125836871.7247,1969,Energy,Oil & Gas Production
EPZM,NASDAQ,"Epizyme, Inc.",13.22,1047422887.06,2013,Health Care,Major Pharmaceuticals
EP^C,NYSE,El Paso Corporation,52.97,,1969,Public Utilities,Natural Gas Distribution
EQ,NASDAQ,"Equillium, Inc.",7.23,125630186.28,2018,Health Care,Major Pharmaceuticals
EQBK,NASDAQ,"Equity Bancshares, Inc.",29.09,459726345.83,2015,Finance,Major Banks
EQC,NYSE,Equity Commonwealth,32.71,3980300452.94,1969,Consumer Services,Real Estate Investment Trusts
EQC^D,NYSE,Equity Commonwealth,26.9539,,1969,,
EQH,NYSE,"AXA Equitable Holdings, Inc.",21.85,10729468807.4,2018,Finance,Specialty Insurers
EQIX,NASDAQ,"Equinix, Inc.",461.21,38672922477.26,2000,Consumer Services,Real Estate Investment Trusts
EQM,NYSE,"EQM Midstream Partners, LP",45.98,9217041827.4,2012,Public Utilities,Natural Gas Distribution
EQNR,NYSE,Equinor ASA,23.1,76949707111.2,1969,Energy,Integrated oil Companies
EQR,NYSE,Equity Residential,76.35,28244441278.05,1969,Consumer Services,Real Estate Investment Trusts
EQRR,NASDAQ,ProShares Equities for Rising Rates ETF,42.67,5120442.67,1969,,
EQS,NYSE,"Equus Total Return, Inc.",1.775,23994709.15,1969,,
EQT,NYSE,EQT Corporation,21.06,5365287720.0,1969,Energy,Oil & Gas Production
ERA,NYSE,"Era Group, Inc.",12.26,267143855.24,1969,Transportation,Transportation Services
ERC,AMEX,Wells Fargo Multi-Sector Income Fund,12.37,390180737.37,2003,,
ERF,NYSE,Enerplus Corporation,9.1,2168812800.7,1969,Energy,Oil & Gas Production
ERH,AMEX,Wells Fargo Utilities and High Income Fund,12.95,119826531.3,2004,,
ERI,NASDAQ,"Eldorado Resorts, Inc.",48.32,3741610010.24,1969,Consumer Services,Hotels/Resorts
ERIC,NASDAQ,Ericsson,9.72,3038115878.64,1969,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,NASDAQ,Erie Indemnity Company,174.06,9101574424.08,1969,Finance,Specialty Insurers
ERII,NASDAQ,"Energy Recovery, Inc.",9.33,504818869.8,2008,Technology,Industrial Machinery/Components
ERJ,NYSE,Embraer S.A.,19.58,3590615898.54,2000,Capital Goods,Aerospace
EROS,NYSE,Eros International PLC,8.71,641159953.85,2013,Consumer Services,Movies/Entertainment
ERYP,NASDAQ,Erytech Pharma S.A.,7.5,14283277.5,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ES,NYSE,Eversource Energy,70.31,22309521900.6,1969,Public Utilities,Electric Utilities: Central
ESBK,NASDAQ,Elmira Savings Bank NY (The),16.63,50528791.56,1969,Finance,Major Banks
ESCA,NASDAQ,"Escalade, Incorporated",12.07,174670956.72,1969,Consumer Non-Durables,Recreational Products/Toys
ESE,NYSE,ESCO Technologies Inc.,71.19,1845184929.21,1969,Capital Goods,Telecommunications Equipment
ESEA,NASDAQ,Euroseas Ltd.,0.7444,8392459.3944,1969,Transportation,Marine Transportation
ESG,NASDAQ,FlexShares STOXX US ESG Impact Index Fund,68.5238,35975063.5238,1969,,
ESGD,NASDAQ,iShares ESG MSCI EAFE ETF,64.4,714840000.0,1969,,
ESGE,NASDAQ,iShares ESG MSCI EM ETF,35.37,558846000.0,1969,,
ESGG,NASDAQ,FlexShares STOXX Global ESG Impact Index Fund,97.18,72885097.18,1969,,
ESGR,NASDAQ,Enstar Group Limited,177.23,3805918723.03,1969,Finance,Property-Casualty Insurers
ESGRO,NASDAQ,Enstar Group Limited,25.8,113520.0,1969,Finance,Property-Casualty Insurers
ESGRP,NASDAQ,Enstar Group Limited,26.25,420000.0,1969,Finance,Property-Casualty Insurers
ESGU,NASDAQ,iShares ESG MSCI USA ETF,63.4797,190439100.0,1969,,
ESI,NYSE,Element Solutions Inc.,10.65,2688013225.2,2014,Basic Industries,Major Chemicals
ESLT,NASDAQ,Elbit Systems Ltd.,142.35,6085915457.7,1969,Capital Goods,Military/Government/Technical
ESNT,NYSE,Essent Group Ltd.,45.0,4420037565.0,2013,Finance,Property-Casualty Insurers
ESP,AMEX,Espey Mfg. & Electronics Corp.,24.76,59402285.48,1969,Capital Goods,Industrial Machinery/Components
ESPR,NASDAQ,"Esperion Therapeutics, Inc.",42.89,1150518202.51,2013,Health Care,Major Pharmaceuticals
ESQ,NASDAQ,"Esquire Financial Holdings, Inc.",22.7,170992812.1,2017,Finance,Commercial Banks
ESRT,NYSE,"Empire State Realty Trust, Inc.",15.88,2781678590.76,2013,Consumer Services,Real Estate Investment Trusts
ESS,NYSE,"Essex Property Trust, Inc.",288.7,18964368685.4,1994,Consumer Services,Real Estate Investment Trusts
ESSA,NASDAQ,"ESSA Bancorp, Inc.",15.71,185689277.94,1969,Finance,Banks
ESTA,NASDAQ,Establishment Labs Holdings Inc.,23.51,479347811.53,2018,Health Care,Industrial Specialties
ESTC,NYSE,Elastic N.V.,82.86,6073361827.62,2018,Technology,Computer Software: Prepackaged Software
ESTE,NYSE,"Earthstone Energy, Inc.",7.5,481273327.5,1969,Energy,Oil & Gas Production
ESTR,NASDAQ,"Estre Ambiental, Inc.",1.35,69102088.2,1969,Public Utilities,Environmental Services
ESTRW,NASDAQ,"Estre Ambiental, Inc.",0.08,,1969,Public Utilities,Environmental Services
ESV,NYSE,Ensco Rowan plc,3.97,434108241.08,1969,Energy,Oil & Gas Production
ESXB,NASDAQ,Community Bankers Trust Corporation.,7.25,160459204.0,1969,Finance,Major Banks
ET,NYSE,Energy Transfer L.P.,15.43,40417209101.41,1996,Public Utilities,Natural Gas Distribution
ETB,NYSE,Eaton Vance Tax-Managed Buy-Write Income Fund,15.47,401868289.55,2005,,
ETFC,NASDAQ,E*TRADE Financial Corporation,48.04,11776364810.12,1969,Finance,Savings Institutions
ETG,NYSE,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.98,1219277419.72,2004,,
ETH,NYSE,Ethan Allen Interiors Inc.,19.85,527603948.4,1993,Consumer Durables,Home Furnishings
ETJ,NYSE,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.3,592130330.4,2007,,
ETM,NYSE,Entercom Communications Corp.,6.28,870245134.48,1999,Consumer Services,Broadcasting
ETN,NYSE,"Eaton Corporation, PLC",82.42,34964477297.88,1969,Technology,Industrial Machinery/Components
ETO,NYSE,Eaton Vance Tax-Advantage Global Dividend Opp,24.24,352941768.96,2004,,
ETON,NASDAQ,"Eton Pharmaceuticals, Inc.",7.8,137497838.4,2018,Health Care,Major Pharmaceuticals
ETP^C,NYSE,"Energy Transfer Operating, L.P.",25.15,,1969,,
ETP^D,NYSE,"Energy Transfer Operating, L.P.",25.68,,1969,,
ETR,NYSE,Entergy Corporation,94.59,18016557962.13,1969,Public Utilities,Electric Utilities: Central
ETRN,NYSE,Equitrans Midstream Corporation,21.38,5436313980.0,2018,Public Utilities,Natural Gas Distribution
ETSY,NASDAQ,"Etsy, Inc.",68.21,8155623666.53,2015,Miscellaneous,Business Services
ETTX,NASDAQ,Entasis Therapeutics Holdings Inc.,6.5,85326332.0,2018,Health Care,Major Pharmaceuticals
ETV,NYSE,Eaton Vance Corporation,15.12,1087273938.24,2005,,
ETW,NYSE,Eaton Vance Corporation,9.92,1064563897.28,2005,,
ETX           ,NYSE,Eaton Vance Municipal Income 2028 Term Trust,20.55,222657215.55,2013,,
ETY,NYSE,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.57,1729683911.41,2006,,
EUFN,NASDAQ,iShares MSCI Europe Financials Sector Index Fund,18.94,693204000.0,1969,,
EURN,NYSE,Euronav NV,9.16,2005877849.68,2015,Transportation,Marine Transportation
EV,NYSE,Eaton Vance Corporation,41.39,4784162320.44,1969,Finance,Investment Managers
EVA,NYSE,"Enviva Partners, LP",32.48,863080613.92,2015,Basic Industries,Forest Products
EVBG,NASDAQ,"Everbridge, Inc.",72.07,2369646969.79,2016,Technology,Computer Software: Prepackaged Software
EVBN,AMEX,"Evans Bancorp, Inc.",36.8,178798172.8,1969,Finance,Major Banks
EVC,NYSE,Entravision Communications Corporation,3.23,287007589.97,2000,Consumer Services,Broadcasting
EVER,NASDAQ,"EverQuote, Inc.",8.32,66954401.28,2018,Technology,"Computer Software: Programming, Data Processing"
EVF,NYSE,Eaton Vance Senior Income Trust,6.27,237423625.89,1998,,
EVFM,NASDAQ,"Evofem Biosciences, Inc.",3.56,100237378.52,2014,Health Care,Major Pharmaceuticals
EVFTC,NASDAQ,Eaton Vance NextShares Trust II,100.03,52515750.0,1969,,
EVG,NYSE,Eaton Vance Short Diversified Income Fund,12.8699,230121482.4604,2005,,
EVGBC,NASDAQ,Eaton Vance NextShares Trust,99.99,62493750.0,1969,,
EVGN,NASDAQ,Evogene Ltd.,2.17,55886824.49,1969,Basic Industries,Agricultural Chemicals
EVH,NYSE,"Evolent Health, Inc",12.69,1047764354.67,2015,Consumer Services,Other Consumer Services
EVI,AMEX,"EVI Industries, Inc.",39.47,453652865.64,1969,Consumer Services,Other Consumer Services
EVK,NASDAQ,"Ever-Glory International Group, Inc.",3.79,56092530.6,1969,Consumer Non-Durables,Apparel
EVLMC,NASDAQ,Eaton Vance NextShares Trust II,100.04,70028000.0,1969,,
EVLO,NASDAQ,"Evelo Biosciences, Inc.",8.79,280135014.6,2018,Health Care,Major Pharmaceuticals
EVLV,NASDAQ,EVINE Live Inc.,0.45,30576899.25,1969,Consumer Services,Catalog/Specialty Distribution
EVM,AMEX,Eaton Vance California Municipal Bond Fund,10.69,228705580.12,2002,,
EVN,NYSE,Eaton Vance Municipal Income Trust,12.03,286101598.32,1999,,
EVOK,NASDAQ,"Evoke Pharma, Inc.",0.7151,12462428.8483,2013,Health Care,Major Pharmaceuticals
EVOL,NASDAQ,"Evolving Systems, Inc.",1.19,14471799.44,1998,Technology,EDP Services
EVOP,NASDAQ,"EVO Payments, Inc.",28.49,754731723.9,2018,Miscellaneous,Business Services
EVR,NYSE,Evercore Inc.,90.46,3708446597.8,2006,Finance,Investment Managers
EVRG,NYSE,"Evergy, Inc.",57.16,14443934109.24,2018,Public Utilities,Power Generation
EVRI,NYSE,Everi Holdings Inc.,9.97,701090679.16,1969,Consumer Services,Services-Misc. Amusement & Recreation
EVSTC,NASDAQ,Eaton Vance NextShares Trust,99.98,44991000.0,1969,,
EVT,NYSE,Eaton Vance Tax Advantaged Dividend Income Fund,22.78,1659201802.0,2003,,
EVTC,NYSE,"Evertec, Inc.",29.04,2098638500.64,2013,Technology,EDP Services
EVV,AMEX,Eaton Vance Limited Duration Income Fund,12.52,1454160665.36,2003,,
EVY,AMEX,Eaton Vance New York Municipal Income Trust,12.39,67844554.89,1999,,
EW,NYSE,Edwards Lifesciences Corporation,188.83,39297291392.95,1969,Health Care,Industrial Specialties
EWBC,NASDAQ,"East West Bancorp, Inc.",50.56,7338611843.2,1969,Finance,Major Banks
EWJE,NASDAQ,iShares MSCI Japan Equal Weighted ETF,33.95,10185000.0,1969,,
EWJV,NASDAQ,iShares MSCI Japan Value ETF,24.965,9986000.0,1969,,
EWZS,NASDAQ,iShares MSCI Brazil Small-Cap ETF,15.64,92276000.0,1969,,
EXAS,NASDAQ,Exact Sciences Corporation,95.15,11966150301.05,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,NYSE,Exelon Corporation,49.56,48070829346.96,1969,Public Utilities,Power Generation
EXD,NYSE,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.44,91866171.84,2010,,
EXEL,NASDAQ,"Exelixis, Inc.",24.19,7260135749.7,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,NASDAQ,EXFO Inc,4.29,101887152.51,1969,Capital Goods,Electrical Products
EXG,NYSE,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.27,2495531944.76,2007,,
EXK,NYSE,Endeavour Silver Corporation,2.5,328540557.5,1969,Basic Industries,Precious Metals
EXLS,NASDAQ,"ExlService Holdings, Inc.",59.92,2056654472.88,2006,Miscellaneous,Business Services
EXP,NYSE,Eagle Materials Inc,84.63,3884397756.33,1969,Capital Goods,Building Materials
EXPD,NASDAQ,"Expeditors International of Washington, Inc.",77.8,13370465808.6,1969,Transportation,Oil Refining/Marketing
EXPE,NASDAQ,"Expedia Group, Inc.",124.16,18275148144.64,1969,Consumer Services,Transportation Services
EXPI,NASDAQ,"eXp World Holdings, Inc.",10.01,610395826.04,1969,Finance,Real Estate
EXPO,NASDAQ,"Exponent, Inc.",57.05,2937981951.45,1969,Consumer Services,Professional Services
EXPR,NYSE,"Express, Inc.",4.12,274007426.84,2010,Consumer Services,Clothing/Shoe/Accessory Stores
EXR,NYSE,Extra Space Storage Inc,101.99,12988672091.92,2004,Consumer Services,Real Estate Investment Trusts
EXTN,NYSE,Exterran Corporation,17.43,629954746.26,2015,Technology,Diversified Commercial Services
EXTR,NASDAQ,"Extreme Networks, Inc.",7.58,885037912.02,1999,Technology,Computer Communications Equipment
EYE,NASDAQ,"National Vision Holdings, Inc.",29.58,2313408583.62,2017,Health Care,Ophthalmic Goods
EYEG,NASDAQ,"Eyegate Pharmaceuticals, Inc.",0.3401,14893229.6537,1969,Health Care,Major Pharmaceuticals
EYEGW,NASDAQ,"Eyegate Pharmaceuticals, Inc.",0.0213,,1969,Health Care,Major Pharmaceuticals
EYEN,NASDAQ,"Eyenovia, Inc.",6.35,76321589.8,2018,Health Care,Major Pharmaceuticals
EYES,NASDAQ,"Second Sight Medical Products, Inc.",1.14,141585675.54,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,NASDAQ,"Second Sight Medical Products, Inc.",0.25,,1969,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYPT,NASDAQ,"EyePoint Pharmaceuticals, Inc.",1.85,176442336.6,1969,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,NASDAQ,"EZCORP, Inc.",10.46,579957220.86,1991,Consumer Services,Other Specialty Stores
EZT,NYSE,Entergy Texas Inc,26.19,,2014,Public Utilities,Electric Utilities: Central
F,NYSE,Ford Motor Company,9.33,36561163231.29,1969,Capital Goods,Auto Manufacturing
FAAR,NASDAQ,First Trust Alternative Absolute Return Strategy ETF,26.9845,28333778.969,1969,,
FAB,NASDAQ,First Trust Multi Cap Value AlphaDEX Fund,55.3,88480110.6,1969,,
FAD,NASDAQ,First Trust Multi Cap Growth AlphaDEX Fund,73.1,182750146.2,1969,,
FAF,NYSE,First American Corporation (The),53.75,6017205860.0,1969,Finance,Specialty Insurers
FALN,NASDAQ,iShares Fallen Angels USD Bond ETF,26.46,75411000.0,1969,,
FAM,NYSE,First Trust/Aberdeen Global Opportunity Income Fund,10.05,128343203.4,2006,,
FAMI,NASDAQ,"FARMMI, INC.",3.46,41284720.0,2018,Consumer Non-Durables,Packaged Foods
FANG,NASDAQ,"Diamondback Energy, Inc.",103.87,17074308690.14,2012,Energy,Oil & Gas Production
FANH,NASDAQ,Fanhua Inc.,26.37,952395322.14,1969,Finance,Specialty Insurers
FARM,NASDAQ,Farmer Brothers Company,21.82,370995182.78,1969,Consumer Non-Durables,Packaged Foods
FARO,NASDAQ,"FARO Technologies, Inc.",56.16,968929097.76,1997,Capital Goods,Industrial Machinery/Components
FAST,NASDAQ,Fastenal Company,65.19,18654657099.78,1987,Consumer Services,RETAIL: Building Materials
FAT,NASDAQ,FAT Brands Inc.,5.23,61752435.27,2017,Consumer Services,Restaurants
FATE,NASDAQ,"Fate Therapeutics, Inc.",17.27,1123102847.24,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FAX,AMEX,Aberdeen Asia-Pacific Income Fund Inc,4.14,1042993611.36,1986,,
FB,NASDAQ,"Facebook, Inc.",177.82,507496466236.0,2012,Technology,"Computer Software: Programming, Data Processing"
FBC,NYSE,"Flagstar Bancorp, Inc.",34.85,1967014677.75,1969,Finance,Savings Institutions
FBHS,NYSE,"Fortune Brands Home & Security, Inc.",49.67,6997224494.2,1969,Basic Industries,Homebuilding
FBIO,NASDAQ,"Fortress Biotech, Inc.",1.62,99309646.62,1969,Health Care,Major Pharmaceuticals
FBIOP,NASDAQ,"Fortress Biotech, Inc.",19.23,19230000.0,1969,Health Care,Major Pharmaceuticals
FBIZ,NASDAQ,"First Business Financial Services, Inc.",21.17,185848445.03,1969,Finance,Major Banks
FBK,NYSE,FB Financial Corporation,33.86,1043999386.78,2016,Finance,Major Banks
FBM,NYSE,"Foundation Building Materials, Inc.",11.38,489188452.54,2017,Consumer Services,RETAIL: Building Materials
FBMS,NASDAQ,"The First Bancshares, Inc.",30.68,529927387.08,1969,Finance,Major Banks
FBNC,NASDAQ,First Bancorp,36.35,1081123953.7,1987,Finance,Major Banks
FBP,NYSE,First BanCorp.,11.47,2492793188.19,1969,Finance,Major Banks
FBSS,NASDAQ,"Fauquier Bankshares, Inc.",21.04,79645952.16,1969,Finance,Major Banks
FBZ,NASDAQ,First Trust Brazil AlphaDEX Fund,14.63,140448029.26,1969,,
FC,NYSE,Franklin Covey Company,28.45,397264875.2,1969,Consumer Services,Other Consumer Services
FCA,NASDAQ,First Trust China AlphaDEX Fund,28.54,11416057.08,1969,,
FCAL,NASDAQ,First Trust California Municipal High income ETF,51.245,23060352.49,1969,,
FCAN,NASDAQ,First Trust Canada AlphaDEX Fund,23.6148,9445967.2296,1969,,
FCAP,NASDAQ,"First Capital, Inc.",52.76,177510703.44,1969,Finance,Savings Institutions
FCAU,NYSE,Fiat Chrysler Automobiles N.V.,15.7,24601576171.8,2014,Capital Goods,Auto Manufacturing
FCBC,NASDAQ,"First Community Bankshares, Inc.",33.85,534802479.95,1969,Finance,Major Banks
FCBP,NASDAQ,First Choice Bancorp,21.47,249932699.4,1969,Finance,Major Banks
FCCO,NASDAQ,First Community Corporation,18.85,144456861.9,1969,Finance,Major Banks
FCCY,NASDAQ,1st Constitution Bancorp (NJ),18.38,158276465.96,1969,Finance,Savings Institutions
FCEF,NASDAQ,First Trust CEF Income Opportunity ETF,21.7683,37114951.5,1969,,
FCEL,NASDAQ,"FuelCell Energy, Inc.",0.2901,37567201.542,1969,Miscellaneous,Industrial Machinery/Components
FCF,NYSE,First Commonwealth Financial Corporation,13.36,1317788169.04,1969,Finance,Major Banks
FCFS,NASDAQ,"FirstCash, Inc.",90.21,3930005415.75,1991,Consumer Services,Other Specialty Stores
FCN,NYSE,"FTI Consulting, Inc.",77.79,2945418467.64,1969,Consumer Services,Professional Services
FCNCA,NASDAQ,"First Citizens BancShares, Inc.",427.18,4913853675.9,1969,Finance,Major Banks
FCO,AMEX,"Aberdeen Global Income Fund, Inc.",8.16,71194278.24,1992,,
FCPT,NYSE,"Four Corners Property Trust, Inc.",29.26,1999888462.88,2015,Consumer Services,Real Estate Investment Trusts
FCSC,NASDAQ,Fibrocell Science Inc.,1.97,19223914.04,1969,Health Care,Major Pharmaceuticals
FCT,NYSE,First Trust Senior Floating Rate Income Fund II,12.05,321698633.1,2004,,
FCVT,NASDAQ,First Trust SSI Strategic Convertible Securities ETF,30.93,190219561.86,1969,,
FCX,NYSE,"Freeport-McMoran, Inc.",13.49,19547804358.65,1969,Basic Industries,Precious Metals
FDBC,NASDAQ,"Fidelity D & D Bancorp, Inc.",58.21,221709491.27,1969,Finance,Major Banks
FDC,NYSE,First Data Corporation,25.69,24110734430.02,2015,Miscellaneous,Business Services
FDEF,NASDAQ,First Defiance Financial Corp.,29.38,583471786.82,1969,Finance,Savings Institutions
FDEU,NYSE,First Trust Dynamic Europe Equity Income Fund,14.42,248484113.36,2015,,
FDIV,NASDAQ,First Trust Strategic Income ETF,50.0,82500100.0,1969,,
FDNI,NASDAQ,First Trust Dow Jones International Internet ETF,23.0243,3453691.0486,1969,,
FDP,NYSE,"Fresh Del Monte Produce, Inc.",26.4,1277247628.8,1997,Consumer Non-Durables,Farming/Seeds/Milling
FDS,NYSE,FactSet Research Systems Inc.,256.36,9803186660.28,1996,Technology,"Computer Software: Programming, Data Processing"
FDT,NASDAQ,First Trust Developed Markets Ex-US AlphaDEX Fund,55.23,1049480460.0,1969,,
FDTS,NASDAQ,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,37.9187,9479750.8374,1969,,
FDUS,NASDAQ,Fidus Investment Corporation,15.49,378933713.31,2011,,
FDUSL,NASDAQ,Fidus Investment Corporation,25.9,,1969,,
FDUSZ,NASDAQ,Fidus Investment Corporation,25.678,,1969,,
FDX,NYSE,FedEx Corporation,191.0,49769750892.0,1969,Transportation,Air Freight/Delivery Services
FE,NYSE,FirstEnergy Corp.,40.83,21697501330.8,1969,Public Utilities,Electric Utilities: Central
FEDU,NYSE,Four Seasons Education (Cayman) Inc.,2.4001,119844630.1182,2017,Consumer Services,Other Consumer Services
FEI           ,NYSE,First Trust MLP and Energy Income Fund,11.84,554792847.36,2012,,
FEIM,NASDAQ,"Frequency Electronics, Inc.",12.16,106152933.12,1969,Capital Goods,Electrical Products
FELE,NASDAQ,"Franklin Electric Co., Inc.",50.43,2337378456.24,1969,Consumer Durables,Metal Fabrications
FELP,NYSE,Foresight Energy LP,1.69,246543664.25,2014,Energy,Coal Mining
FEM,NASDAQ,First Trust Emerging Markets AlphaDEX Fund,25.785,705219801.57,1969,,
FEMB,NASDAQ,First Trust Emerging Markets Local Currency Bond ETF,38.33,91992076.66,1969,,
FEMS,NASDAQ,First Trust Emerging Markets Small Cap AlphaDEX Fund,36.74,161656073.48,1969,,
FEN,AMEX,First Trust Energy Income and Growth Fund,22.38,447250334.88,2004,,
FENC,NASDAQ,Fennec Pharmaceuticals Inc.,4.93,98086441.9,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FENG,NYSE,Phoenix New Media Limited,4.56,331825472.64,2011,Consumer Services,Broadcasting
FEO,NYSE,First Trust/Aberdeen Emerging Opportunity Fund,13.84,70049845.2,1969,,
FEP,NASDAQ,First Trust Europe AlphaDEX Fund,35.89,637047571.78,1969,,
FET,NYSE,"Forum Energy Technologies, Inc.",5.82,639664979.04,2012,Energy,Metal Fabrications
FEUZ,NASDAQ,First Trust Eurozone AlphaDEX ETF,38.8899,52501442.7798,1969,,
FEX,NASDAQ,First Trust Large Cap Core AlphaDEX Fund,60.85,1414762621.7,1969,,
FEYE,NASDAQ,"FireEye, Inc.",16.23,3297399988.02,2013,Technology,Computer peripheral equipment
FF,NYSE,FutureFuel Corp.,14.06,615029996.58,1969,Basic Industries,Major Chemicals
FFA,NYSE,First Trust,15.16,302793166.24,2004,,
FFBC,NASDAQ,First Financial Bancorp.,24.24,2384961261.84,1969,Finance,Major Banks
FFBW,NASDAQ,"FFBW, Inc.",10.63,71036101.78,2017,Finance,Savings Institutions
FFC,NYSE,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.23,851317945.92,2003,,
FFG,NYSE,"FBL Financial Group, Inc.",64.19,1581701104.13,1996,Finance,Life Insurance
FFHL,NASDAQ,"Fuwei Films (Holdings) Co., Ltd.",2.8,9144343.6,2006,Capital Goods,Specialty Chemicals
FFIC,NASDAQ,Flushing Financial Corporation,22.74,640976564.16,1969,Finance,Major Banks
FFIN,NASDAQ,"First Financial Bankshares, Inc.",59.65,4045266990.1,1969,Finance,Major Banks
FFIV,NASDAQ,"F5 Networks, Inc.",168.15,9995060143.95,1999,Technology,Computer Communications Equipment
FFNW,NASDAQ,"First Financial Northwest, Inc.",16.82,176768528.5,1969,Finance,Major Banks
FFWM,NASDAQ,First Foundation Inc.,13.93,619907469.09,1969,Finance,Major Banks
FG,NYSE,FGL Holdings,8.31,1843221139.38,2017,Finance,Life Insurance
FG.WS,NYSE,FGL Holdings,0.0,0.0,1969,,
FGB,NYSE,First Trust Specialty Finance and Financial Opportunities Fund,6.0973,87494547.756,2007,,
FGBI,NASDAQ,"First Guaranty Bancshares, Inc.",22.15,195078926.25,1969,Finance,Savings Institutions
FGEN,NASDAQ,"FibroGen, Inc",54.25,4641759711.75,2014,Health Care,Major Pharmaceuticals
FGM,NASDAQ,First Trust Germany AlphaDEX Fund,42.49,159337584.98,1969,,
FGP,NYSE,"Ferrellgas Partners, L.P.",1.2,116583198.0,1994,Consumer Services,Other Specialty Stores
FHB,NASDAQ,"First Hawaiian, Inc.",26.37,3556635343.74,2016,Finance,Major Banks
FHK,NASDAQ,First Trust Hong Kong AlphaDEX Fund,38.01,3801076.02,1969,,
FHL,NASDAQ,Futu Holdings Limited,16.0,120000000.0,2019,Finance,Investment Bankers/Brokers/Service
FHN,NYSE,First Horizon National Corporation,14.46,4590092126.22,1969,Finance,Major Banks
FHN^A,NYSE,First Horizon National Corporation,25.86,,1969,,
FI,NYSE,Frank&#39;s International N.V.,6.39,1437391252.62,2013,Energy,Oilfield Services/Equipment
FIBK,NASDAQ,"First Interstate BancSystem, Inc.",40.84,1563436716.64,2010,Finance,Major Banks
